DCM,GNPTAB,PMID: 29311597
DCM,GPC3,PMID: 29311597
DCM,GRIP1,PMID: 29311597
DCM,GSN,PMID: 29311597
DCM,GTPBP3,PMID: 29311597
DCM,GUSB,PMID: 29311597
DCM,GYS1,PMID: 29311597
DCM,H19,PMID: 29311597
DCM,HADH,PMID: 29311597
DCM,HADHA,PMID: 29311597
DCM,HADHB,PMID: 29311597
DCM,HBB,PMID: 29311597
DCM,HEXB,PMID: 29311597
DCM,HFE,PMID: 29311597
DCM,HLA-DRB1,PMID: 29311597
DCM,HPS1,PMID: 29311597
DCM,IDH2,PMID: 29311597
DCM,IDS,PMID: 29311597
DCM,IDUA,PMID: 29311597
DCM,IFIH1,PMID: 29311597
DCM,IGHV4OR15-8,PMID: 29311597
DCM,IKBKG,PMID: 29311597
DCM,IP6K1,PMID: 29311597
DCM,IRF5,PMID: 29311597
DCM,KCNJ5,PMID: 29311597
DCM,KIF1B,PMID: 29311597
DCM,KRAS,PMID: 29311597
DCM,LAMA4,PMID: 29311597
DCM,LAMP2,PMID: 29311597
DCM,LBR,PMID: 29311597
DCM,LMNA,PMID: 29311597
DCM,MAP2K1,PMID: 29311597
DCM,MAP2K2,PMID: 29311597
DCM,MED12,PMID: 29311597
DCM,MGME1,PMID: 29311597
DCM,MUT,PMID: 29311597
DCM,MYBPC3,PMID: 29311597
DCM,MYD88,PMID: 29311597
DCM,MYH6,PMID: 29311597
DCM,MYH7,PMID: 29311597
DCM,MYLK2,PMID: 29311597
DCM,MYOT,PMID: 29311597
DCM,NAGA,PMID: 29311597
DCM,NAGLU,PMID: 29311597
DCM,NEU1,PMID: 29311597
DCM,NEXN,PMID: 29311597
DCM,NPPA,PMID: 29311597
DCM,NSD1,PMID: 29311597
DCM,NSDHL,PMID: 29311597
DCM,OFD1,PMID: 29311597
DCM,PCCA,PMID: 29311597
DCM,PCCB,PMID: 29311597
DCM,PGM1,PMID: 29311597
DCM,PHYH,PMID: 29311597
DCM,PLN,PMID: 29311597
DCM,PLOD1,PMID: 29311597
DCM,PMM2,PMID: 29311597
DCM,PNPLA2,PMID: 29311597
DCM,POLG,PMID: 29311597
DCM,POMT1,PMID: 29311597
DCM,PRKAG2,PMID: 29311597
DCM,PRKAR1A,PMID: 29311597
DCM,PSEN2,PMID: 29311597
DCM,PSMB8,PMID: 29311597
DCM,PTEN,PMID: 29311597
DCM,RAB3GAP2,PMID: 29311597
DCM,RAF1,PMID: 29311597
DCM,RBBP8,PMID: 29311597
DCM,RBCK1,PMID: 29311597
DCM,RET,PMID: 29311597
DCM,RMND1,PMID: 29311597
DCM,RPS19,PMID: 29311597
DCM,SCN4A,PMID: 29311597
DCM,SCN5A,PMID: 29311597
DCM,SDHA,PMID: 29311597
DCM,SDHAP2,PMID: 29311597
DCM,SDHB,PMID: 29311597
DCM,SGCA,PMID: 29311597
DCM,SGCB,PMID: 29311597
DCM,SGCD,PMID: 29311597
DCM,SGCG,PMID: 29311597
DCM,SLC16A14,PMID: 29311597
DCM,SLC17A5,PMID: 29311597
DCM,SLC19A2,PMID: 29311597
DCM,SLC22A5,PMID: 29311597
DCM,SLC25A20,PMID: 29311597
DCM,SLC29A3,PMID: 29311597
DCM,SLC2A10,PMID: 29311597
DCM,SMAD4,PMID: 29311597
DCM,SNAP29,PMID: 29311597
DCM,SPEG,PMID: 29311597
DCM,SYNE2,PMID: 29311597
DCM,TAZ,PMID: 29311597
DCM,TCAP,PMID: 29311597
DCM,TF,PMID: 29311597
DCM,TMEM70,PMID: 29311597
DCM,TMPO,PMID: 29311597
DCM,TNNC1,PMID: 29311597
DCM,TNNI3,PMID: 29311597
DCM,TNNT2,PMID: 29311597
DCM,TPI1,PMID: 29311597
DCM,TPM1,PMID: 29311597
DCM,TRIM37,PMID: 29311597
DCM,TRNT1,PMID: 29311597
DCM,TSC1,PMID: 29311597
DCM,TSC2,PMID: 29311597
DCM,TSFM,PMID: 29311597
DCM,TTN,PMID: 29311597
DCM,TTR,PMID: 29311597
DCM,UBR1,PMID: 29311597
DCM,VCL,PMID: 29311597
DCM,VHL,PMID: 29311597
DCM,WFS1,PMID: 29311597
DCM,WRN,PMID: 29311597
DCM,XK,PMID: 29311597
DCM,ATP5A1,PMID: 29311597
DCM,C10orf2,PMID: 29311597
DCM,HFE2,PMID: 29311597
DCM,SEPN1,PMID: 29311597
DCM,A2ML1,PMID: 29311597
DCM,CBL,PMID: 29311597
DCM,HRAS,PMID: 29311597
DCM,LZTR1,PMID: 29311597
DCM,NF1,PMID: 29311597
DCM,NRAS,PMID: 29311597
DCM,PPP1cb,PMID: 29311597
DCM,PTPN11,PMID: 29311597
DCM,RASA2,PMID: 29311597
DCM,RIT1,PMID: 29311597
DCM,RRAS,PMID: 29311597
DCM,SHOC2,PMID: 29311597
DCM,SOS1,PMID: 29311597
DCM,SOS2,PMID: 29311597
HCM,MYL2,PMID: 25651172
HCM,MYL3,PMID: 25651172
HCM,MYOZ2,PMID: 25651172
HCM,ANKRD1,PMID: 25651172
DCM,ANKRD1,PMID: 25651172
DCM,CTF1,PMID: 25651172
DCM,FHL2,PMID: 25651172
DCM,NEBL,PMID: 25651172
HCM,RYR2,PMID: 25651172
ARVC,RYR2,PMID: 25651172
DCM,DSC2,PMID: 25651172
ARVC,DSC2,PMID: 25651172
DCM,PKP2,PMID: 25651172
ARVC,PKP2,PMID: 25651172
DCM,RBM20,PMID: 25651172
HCM,PLN,PMID: 25651172
DCM,PLN,PMID: 25651172
HCM,MYH6,PMID: 25651172
DCM,MYH6,PMID: 25651172
DCM,SCN5A,PMID: 25651172
HCM,CAV3,PMID: 25651172
DCM,CAV3,PMID: 25651172
DCM,DES,PMID: 25651172
ARVC,DES,PMID: 25651172
DCM,TCAP,PMID: 25651172
ARVC,JUP,PMID: 25651172
ARVC,TMEM43,PMID: 25651172
DCM,SGCD,PMID: 25651172
HCM,NEXN,PMID: 25651172
DCM,NEXN,PMID: 25651172
DCM,LMNA,PMID: 25651172
HCM,ACTC1,PMID: 25651172
DCM,ACTC1,PMID: 25651172
DCM,GATAD1,PMID: 25651172
HCM,TTN,PMID: 25651172
DCM,TTN,PMID: 25651172
ARVC,TTN,PMID: 25651172
HCM,BAG3,PMID: 25651172
DCM,BAG3,PMID: 25651172
HCM,TPM1,PMID: 25651172
DCM,TPM1,PMID: 25651172
HCM,MYBPC3,PMID: 25651172
DCM,MYBPC3,PMID: 25651172
HCM,TNNI3,PMID: 25651172
DCM,TNNI3,PMID: 25651172
HCM,CSRP3,PMID: 25651172
DCM,CSRP3,PMID: 25651172
HCM,LDB3,PMID: 25651172
DCM,LDB3,PMID: 25651172
DCM,TMPO,PMID: 25651172
ARVC,CASQ2,PMID: 25651172
HCM,TTR,PMID: 25651172
HCM,TNNT2,PMID: 25651172
DCM,TNNT2,PMID: 25651172
HCM,TNNC1,PMID: 25651172
DCM,TNNC1,PMID: 25651172
DCM,LAMA4,PMID: 25651172
DCM,CRYAB,PMID: 25651172
HCM,PRKAG2,PMID: 25651172
HCM,GLA,PMID: 25651172
DCM,TAZ,PMID: 25651172
DCM,EMD,PMID: 25651172
HCM,MYLK2,PMID: 25651172
DCM,DSP,PMID: 25651172
ARVC,DSP,PMID: 25651172
HCM,MYH7,PMID: 25651172
DCM,MYH7,PMID: 25651172
HCM,ACTN2,PMID: 25651172
DCM,ACTN2,PMID: 25651172
DCM,ABCC9,PMID: 25651172
DCM,DSG2,PMID: 25651172
ARVC,DSG2,PMID: 25651172
HCM,VCL,PMID: 25651172
DCM,VCL,PMID: 25651172
HCM,LAMP2,PMID: 25651172
DCM,LAMP2,PMID: 25651172
,CALM1,Drug Bank
,CBS,Drug Bank
,CFTR,Drug Bank
,CSAD,Drug Bank
,CTH,Drug Bank
,CYP11B2,Drug Bank
,DDC,Drug Bank
,DPP4,Drug Bank
,F10,Drug Bank
,F2,Drug Bank
,FGF1,Drug Bank
,FGF19,Drug Bank
,FGF2,Drug Bank
,FGF4,Drug Bank
,FGFR1,Drug Bank
,FGFR2,Drug Bank
,FGFR4,Drug Bank
,FTCD,Drug Bank
,GAD1,Drug Bank
,GAD2,Drug Bank
,GADL1,Drug Bank
,GCAT,Drug Bank
,GLDC,Drug Bank
,GOT1,Drug Bank
,GOT2,Drug Bank
,GPT2,Drug Bank
,HDC,Drug Bank
,HGF,Drug Bank
,HMGCR,Drug Bank
,HTR1A,Drug Bank
,HTR1B,Drug Bank
,IGSF10,Drug Bank
,JUN,Drug Bank
,KCNA1,Drug Bank
,KCNJ11,Drug Bank
,KCNMA1,Drug Bank
,KYAT1,Drug Bank
,KYAT3,Drug Bank
,KYNU,Drug Bank
,LTA4H,Drug Bank
,MMP2,Drug Bank
,MMP9,Drug Bank
,MOCOS,Drug Bank
,NFS1,Drug Bank
,NR1I2,Drug Bank
,NR3C1,Drug Bank
,NR3C2,Drug Bank
,OAT,Drug Bank
,ODC1,Drug Bank
,PDE1A,Drug Bank
,PDE1B,Drug Bank
,PDXDC1,Drug Bank
,PDXP,Drug Bank
,PF4,Drug Bank
,PGR,Drug Bank
,PHYKPL,Drug Bank
,PLAU,Drug Bank
,PLPBP,Drug Bank
,PNPO,Drug Bank
,PPARG,Drug Bank
,PSAT1,Drug Bank
,PYGB,Drug Bank
,PYGL,Drug Bank
,PYGM,Drug Bank
,SCLY,Drug Bank
,SCNN1A,Drug Bank
,SCNN1B,Drug Bank
,SCNN1D,Drug Bank
,SCNN1G,Drug Bank
,SDS,Drug Bank
,SDSL,Drug Bank
,SELP,Drug Bank
,SEPSECS,Drug Bank
,SERPINC1,Drug Bank
,SFRP4,Drug Bank
,SGPL1,Drug Bank
,SHBG,Drug Bank
,SHMT1,Drug Bank
,SHMT2,Drug Bank
,SLC12A1,Drug Bank
,SLC12A2,Drug Bank
,SLC12A3,Drug Bank
,SLC12A4,Drug Bank
,SLC12A5,Drug Bank
,SLC6A4,Drug Bank
,SLC9A1,Drug Bank
,SMPD1,Drug Bank
,SPTLC1,Drug Bank
,SPTLC2,Drug Bank
,SPTLC3,Drug Bank
,SRR,Drug Bank
,TAT,Drug Bank
,THNSL1,Drug Bank
,TNNC2,Drug Bank
,VKORC1,Drug Bank
,GAD65,Drug Bank
,GIG18,Drug Bank
,PCAP,Drug Bank
,TLH6,Drug Bank
,AADAT,Drug Bank
,ABAT,Drug Bank
,ACE,Drug Bank
,ADRA1A,Drug Bank
,ADRA1B,Drug Bank
,ADRA1D,Drug Bank
,ADRB3,Drug Bank
,AGTR1,Drug Bank
,AGXT,Drug Bank
,AGXT2,Drug Bank
,AHR,Drug Bank
,ALAS1,Drug Bank
,ALAS2,Drug Bank
,AOC1,Drug Bank
,AR,Drug Bank
,ASIC1,Drug Bank
,ASIC2,Drug Bank
,AZIN2,Drug Bank
,BCAT1,Drug Bank
,BCAT2,Drug Bank
,BDKRB1,Drug Bank
,CA1,Drug Bank
,CA2,Drug Bank
,CACNA1A,Drug Bank
,CACNA1B,Drug Bank
,CACNA1D,Drug Bank
,CACNA1F,Drug Bank
,CACNA1G,Drug Bank
,CACNA1H,Drug Bank
,CACNA1I,Drug Bank
,CACNA1S,Drug Bank
,CACNA2D1,Drug Bank
,CACNA2D2,Drug Bank
,CACNA2D3,Drug Bank
,CACNB1,Drug Bank
,CACNB2,Drug Bank
,CACNB3,Drug Bank
,CACNB4,Drug Bank
,CACNG1,Drug Bank
