SDF1,Leukocyte transendothelial migration - Homo sapiens (human)
SDF1,miR-targeted genes in lymphocytes - TarBase
SDF1,miR-targeted genes in muscle cell - TarBase
SDF1,Allograft Rejection
SDF1,Signaling by ERBB4
SDF1,EV release from cardiac cells and their functional effects
SDF1,RIG-I-like Receptor Signaling
SDF1,Chemokine signaling pathway
SDF1,Developmental Biology
SDF1,Signaling by GPCR
SDF1,pertussis toxin-insensitive ccr5 signaling in macrophage
SDF1,g-protein signaling through tubby proteins
SDF1,cxcr4 signaling pathway
SDF1,corticosteroids and cardioprotection
SDF1,cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway
SDF1,ion channels and their functional role in vascular endothelium
SDF1,activation of csk by camp-dependent protein kinase inhibits signaling through the t cell receptor
SDF1,chrebp regulation by carbohydrates and camp
SDF1,role of -arrestins in the activation and targeting of map kinases
SDF1,activation of camp-dependent protein kinase pka
SDF1,Chemokine receptors bind chemokines
SDF1,Peptide ligand-binding receptors
SDF1,Class A/1 (Rhodopsin-like receptors)
SDF1,roles of  arrestin dependent recruitment of src kinases in gpcr signaling
SDF1,GPCR ligand binding
SDF1,activation of pkc through g-protein coupled receptors
SDF1,CXCR4-mediated signaling events
SDF1,-arrestins in gpcr desensitization
SDF1,Signaling by Nuclear Receptors
SDF1,Signaling by ROBO receptors
SDF1,G alpha (i) signalling events
SDF1,Axon guidance
SDF1,Estrogen-dependent gene expression
SDF1,Nuclear signaling by ERBB4
SDF1,Signaling by ERBB4
SDF1,Signaling by Receptor Tyrosine Kinases
SDF1,GPCR downstream signalling
SDF1,ESR-mediated signaling
SDF1,HIF-1-alpha transcription factor network
SDF1,Syndecan-4-mediated signaling events
VEGFA,PI3K-Akt signaling pathway - Homo sapiens (human)
VEGFA,Focal adhesion - Homo sapiens (human)
VEGFA,Relaxin signaling pathway - Homo sapiens (human)
VEGFA,"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"
VEGFA,Renal cell carcinoma - Homo sapiens (human)
VEGFA,VEGF signaling pathway - Homo sapiens (human)
VEGFA,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
VEGFA,Bladder cancer - Homo sapiens (human)
VEGFA,HIF-1 signaling pathway - Homo sapiens (human)
VEGFA,Fluid shear stress and atherosclerosis - Homo sapiens (human)
VEGFA,Rap1 signaling pathway - Homo sapiens (human)
VEGFA,Ras signaling pathway - Homo sapiens (human)
VEGFA,MAPK signaling pathway - Homo sapiens (human)
VEGFA,Proteoglycans in cancer - Homo sapiens (human)
VEGFA,MicroRNAs in cancer - Homo sapiens (human)
VEGFA,Pathways in cancer - Homo sapiens (human)
VEGFA,Rheumatoid arthritis - Homo sapiens (human)
VEGFA,Cytokine-cytokine receptor interaction - Homo sapiens (human)
VEGFA,Pancreatic cancer - Homo sapiens (human)
VEGFA,Human papillomavirus infection - Homo sapiens (human)
VEGFA,"Celecoxib Pathway, Pharmacodynamics"
VEGFA,VEGF Signaling Pathway
VEGFA,Bevacizumab Action Pathway
VEGFA,Heart Development
VEGFA,Integrated Breast Cancer Pathway
VEGFA,Angiogenesis overview
VEGFA,Regulation of Hypoxia-inducible Factor (HIF) by oxygen
VEGFA,Allograft Rejection
VEGFA,Oncostatin M Signaling Pathway
VEGFA,Quercetin and Nf-kB- AP-1 Induced Cell Apoptosis
VEGFA,Aryl Hydrocarbon Receptor
VEGFA,Bladder Cancer
VEGFA,Differentiation Pathway
VEGFA,Focal Adhesion
VEGFA,NOTCH1 regulation of human endothelial cell calcification
VEGFA,miR-148a-miR-31-FIH1-HIF1��-Notch signaling in glioblastoma
VEGFA,Photodynamic therapy-induced HIF-1 survival signaling
VEGFA,Photodynamic therapy-induced NF-kB survival signaling
VEGFA,Hepatitis C and Hepatocellular Carcinoma
VEGFA,Amplification and Expansion of Oncogenic Pathways as Metastatic Traits
VEGFA,VEGFA-VEGFR2 Signaling Pathway
VEGFA,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway
VEGFA,Robo4 and VEGF Signaling Pathways Crosstalk
VEGFA,Pathways in clear cell renal cell carcinoma
VEGFA,Interleukin-4 and 13 signaling
VEGFA,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
VEGFA,PI3K-Akt Signaling Pathway
VEGFA,Hereditary Leiomyomatosis and Renal Cell Carcinoma Pathway
VEGFA,Type 2 papillary renal cell carcinoma
VEGFA,Endochondral Ossification
VEGFA,Hypertrophy Model
VEGFA,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways
VEGFA,Gene expression (Transcription)
VEGFA,hypoxia-inducible factor in the cardivascular system
VEGFA,vegf hypoxia and angiogenesis
VEGFA,VEGFA-VEGFR2 Pathway
VEGFA,Generic Transcription Pathway
VEGFA,GPCR signaling-G alpha q
VEGFA,GPCR signaling-cholera toxin
VEGFA,GPCR signaling-pertussis toxin
VEGFA,RNA Polymerase II Transcription
VEGFA,HIF-2-alpha transcription factor network
VEGFA,actions of nitric oxide in the heart
VEGFA,GPCR signaling-G alpha s Epac and ERK
VEGFA,VEGF ligand-receptor interactions
VEGFA,Platelet degranulation
VEGFA,Response to elevated platelet cytosolic Ca2+
VEGFA,"Platelet activation, signaling and aggregation"
VEGFA,GPCR signaling-G alpha s PKA and ERK
VEGFA,Beta3 integrin cell surface interactions
VEGFA,SHP2 signaling
VEGFA,Hemostasis
VEGFA,Signaling events mediated by TCPTP
VEGFA,VEGF binds to VEGFR leading to receptor dimerization
VEGFA,Signaling by VEGF
VEGFA,Plexin-D1 Signaling
VEGFA,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
VEGFA,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
VEGFA,GPCR signaling-G alpha i
VEGFA,Signaling by Receptor Tyrosine Kinases
VEGFA,VEGF
VEGFA,Alpha9 beta1 integrin signaling events
VEGFA,VEGF and VEGFR signaling network
VEGFA,Glypican 1 network
VEGFA,S1P1 pathway
VEGFA,Beta1 integrin cell surface interactions
VEGFA,S1P3 pathway
VEGFA,HIF-1-alpha transcription factor network
VEGFA,Signaling events mediated by VEGFR1 and VEGFR2
VEGFA,Integrins in angiogenesis
VEGFA,VEGFR1 specific signals
VEGFA,VEGFR2 mediated cell proliferation
PPARA,Adipocytokine signaling pathway - Homo sapiens (human)
PPARA,Insulin resistance - Homo sapiens (human)
PPARA,Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)
PPARA,Glucagon signaling pathway - Homo sapiens (human)
PPARA,cAMP signaling pathway - Homo sapiens (human)
PPARA,PPAR signaling pathway - Homo sapiens (human)
PPARA,Hepatitis C - Homo sapiens (human)
PPARA,NHR
PPARA,Energy Metabolism
PPARA,Nuclear Receptors
PPARA,SREBF and miR33 in cholesterol and lipid homeostasis
PPARA,Adipogenesis
PPARA,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
PPARA,PPAR Alpha Pathway
PPARA,Estrogen Receptor Pathway
PPARA,Nuclear Receptors Meta-Pathway
PPARA,Lipid storage and perilipins in skeletal muscle
PPARA,Nuclear Receptors in Lipid Metabolism and Toxicity
PPARA,"BMAL1-CLOCK,NPAS2 activates circadian gene expression"
PPARA,PPAR signaling pathway
PPARA,Liver steatosis AOP
PPARA,Steatosis AOP
PPARA,Gene expression (Transcription)
PPARA,mechanism of gene regulation by peroxisome proliferators via ppara
PPARA,Circadian Clock
PPARA,regulation of pgc-1a
PPARA,toll-like receptor pathway
PPARA,Generic Transcription Pathway
PPARA,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
PPARA,Metabolism of lipids
PPARA,basic mechanism of action of ppara pparb(d) and pparg and effects on gene expression
PPARA,Nuclear Receptor transcription pathway
PPARA,RNA Polymerase II Transcription
PPARA,"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
PPARA,Metabolism
PPARA,-arrestins in gpcr desensitization
PPARA,RXR and RAR heterodimerization with other nuclear receptor
STAT3,Non-small cell lung cancer - Homo sapiens (human)
STAT3,Adipocytokine signaling pathway - Homo sapiens (human)
STAT3,"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"
STAT3,Insulin resistance - Homo sapiens (human)
STAT3,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
STAT3,HIF-1 signaling pathway - Homo sapiens (human)
STAT3,Jak-STAT signaling pathway - Homo sapiens (human)
STAT3,Acute myeloid leukemia - Homo sapiens (human)
STAT3,Inflammatory bowel disease (IBD) - Homo sapiens (human)
STAT3,FoxO signaling pathway - Homo sapiens (human)
STAT3,Chemokine signaling pathway - Homo sapiens (human)
STAT3,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
STAT3,Necroptosis - Homo sapiens (human)
STAT3,Th17 cell differentiation - Homo sapiens (human)
STAT3,Toxoplasmosis - Homo sapiens (human)
STAT3,Proteoglycans in cancer - Homo sapiens (human)
STAT3,Prolactin signaling pathway - Homo sapiens (human)
STAT3,MicroRNAs in cancer - Homo sapiens (human)
STAT3,Pathways in cancer - Homo sapiens (human)
STAT3,Viral carcinogenesis - Homo sapiens (human)
STAT3,Hepatitis C - Homo sapiens (human)
STAT3,Hepatitis B - Homo sapiens (human)
STAT3,Measles - Homo sapiens (human)
STAT3,Epstein-Barr virus infection - Homo sapiens (human)
STAT3,"Busulfan Pathway, Pharmacodynamics"
STAT3,Pancreatic cancer - Homo sapiens (human)
STAT3,"EGFR Inhibitor Pathway, Pharmacodynamics"
STAT3,JAK-STAT-Core
STAT3,IL-5 Signaling Pathway
STAT3,Androgen receptor signaling pathway
STAT3,Physiological and Pathological Hypertrophy of the Heart
STAT3,MicroRNAs in cardiomyocyte hypertrophy
STAT3,Cell Differentiation - Index expanded
STAT3,Leptin signaling pathway
STAT3,Cell Differentiation - Index
STAT3,Human Thyroid Stimulating Hormone (TSH) signaling pathway
STAT3,Prolactin Signaling Pathway
STAT3,Regulation of Microtubule Cytoskeleton
STAT3,IL-7 Signaling Pathway
STAT3,IL17 signaling pathway
STAT3,IL-9 Signaling Pathway
STAT3,Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway
STAT3,Androgen Receptor Network in Prostate Cancer
STAT3,AGE-RAGE pathway
STAT3,Interleukin-11 Signaling Pathway
STAT3,Adipogenesis
STAT3,Oncostatin M Signaling Pathway
STAT3,Brain-Derived Neurotrophic Factor (BDNF) signaling pathway
STAT3,JAK-STAT
STAT3,Mammary gland development pathway - Involution (Stage 4 of 4)
STAT3,Dopaminergic Neurogenesis
STAT3,IL-3 Signaling Pathway
STAT3,TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer
STAT3,Estrogen Receptor Pathway
STAT3,Nuclear Receptors Meta-Pathway
STAT3,Kit receptor signaling pathway
STAT3,Signaling of Hepatocyte Growth Factor Receptor
STAT3,Rac1-Pak1-p38-MMP-2 pathway
STAT3,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
STAT3,IL-6 signaling pathway
STAT3,Hepatitis C and Hepatocellular Carcinoma
STAT3,IL-4 Signaling Pathway
STAT3,VEGFA-VEGFR2 Signaling Pathway
STAT3,Development of pulmonary dendritic cells and macrophage subsets
STAT3,Chemokine signaling pathway
STAT3,ESC Pluripotency Pathways
STAT3,Leptin Insulin Overlap
STAT3,PDGFR-beta pathway
STAT3,HDAC6 interactions
STAT3,Prion disease pathway
STAT3,Pathways in clear cell renal cell carcinoma
STAT3,MET in type 1 papillary renal cell carcinoma
STAT3,EGF-EGFR Signaling Pathway
STAT3,IL-2 Signaling Pathway
STAT3,TGF-beta Receptor Signaling
STAT3,EPO Receptor Signaling
STAT3,Interferon type I signaling pathways
STAT3,Notch Signaling Pathway
STAT3,Serotonin Receptor 2 and STAT3 Signaling
STAT3,Developmental Biology
STAT3,Signaling by PTK6
STAT3,RAGE
STAT3,Interleukin-4 and 13 signaling
STAT3,Notch
STAT3,Interleukin-12 family signaling
STAT3,Disease
STAT3,Signaling by Interleukins
STAT3,bioactive peptide induced signaling pathway
STAT3,egf signaling pathway
STAT3,stat3 signaling pathway
STAT3,Growth hormone receptor signaling
STAT3,il22 soluble receptor signaling pathway
STAT3,il 6 signaling pathway
STAT3,erk1/erk2 mapk signaling pathway
STAT3,role of erbb2 in signal transduction and oncology
STAT3,Prolactin
STAT3,Cytokine Signaling in Immune system
STAT3,JAK STAT MolecularVariation 1
STAT3,IL12 signaling mediated by STAT4
STAT3,Metabolism of proteins
STAT3,Signaling by PDGF
STAT3,Interleukin-20 family signaling
STAT3,Chaperonin-mediated protein folding
STAT3,Oncostatin_M
STAT3,Immune System
STAT3,Association of TriC/CCT with target proteins during biosynthesis
STAT3,IFN alpha signaling
STAT3,KitReceptor
STAT3,IL-10 signaling
STAT3,Fibroblast growth factor-1
STAT3,PTK6 Activates STAT3
STAT3,BCR
STAT3,AndrogenReceptor
STAT3,pdgf signaling pathway
STAT3,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
STAT3,Interleukin-23 signaling
STAT3,tpo signaling pathway
STAT3,Signaling by NTRK1 (TRKA)
STAT3,Signaling by NTRKs
STAT3,EGFR1
STAT3,Interleukin-10 signaling
STAT3,MET activates STAT3
STAT3,CXCR4-mediated signaling events
STAT3,ErbB1 downstream signaling
STAT3,JAK STAT MolecularVariation 2
STAT3,Signaling events mediated by TCPTP
STAT3,JAK STAT pathway and regulation
STAT3,IL2
STAT3,LIF signaling
STAT3,Signaling by Leptin
STAT3,Protein folding
STAT3,IL11
STAT3,Signaling by Non-Receptor Tyrosine Kinases
STAT3,EPO signaling
STAT3,IL2-mediated signaling events
STAT3,Gastrin
STAT3,Downstream signal transduction
STAT3,IL4
STAT3,Transcriptional regulation of pluripotent stem cells
STAT3,Signaling by SCF-KIT
STAT3,Signaling by FGFR in disease
STAT3,IL5
STAT3,Leptin
STAT3,Interleukin-27 signaling
STAT3,IL6
STAT3,IL-7
STAT3,Signaling by cytosolic FGFR1 fusion mutants
STAT3,FGFR1 mutant receptor activation
STAT3,Signaling by FGFR1 in disease
STAT3,Signaling by MET
STAT3,Signaling by Receptor Tyrosine Kinases
STAT3,TPO signaling
STAT3,BMP2 signaling TGF-beta MV
STAT3,IL9
STAT3,ErbB2/ErbB3 signaling events
STAT3,Notch-mediated HES/HEY network
STAT3,IL23-mediated signaling events
STAT3,GMCSF-mediated signaling events
STAT3,IL27-mediated signaling events
STAT3,RAC1 signaling pathway
STAT3,Neurotrophic factor-mediated Trk receptor signaling
STAT3,Diseases of signal transduction
STAT3,Signaling events mediated by Stem cell factor receptor (c-Kit)
STAT3,PDGFR-beta signaling pathway
STAT3,Signaling events mediated by PTP1B
STAT3,Signaling events mediated by HDAC Class I
STAT3,Interleukin-6 signaling
STAT3,Interleukin-6 family signaling
STAT3,IL6-mediated signaling events
STAT3,FGF signaling pathway
STAT3,IL12-mediated signaling events
STAT3,TSLP
G3P,Glycolysis / Gluconeogenesis - Homo sapiens (human)
G3P,HIF-1 signaling pathway - Homo sapiens (human)
G3P,"Alzheimer,s disease - Homo sapiens (human)"
G3P,Warburg Effect
G3P,Mitochondrial Electron Transport Chain
G3P,Glycolysis
G3P,"Glycogenosis, Type VII. Tarui disease"
G3P,Gluconeogenesis
G3P,Glycerol Phosphate Shuttle
G3P,"Glycogenosis, Type IA. Von gierke disease"
G3P,"Glycogenosis, Type IC"
G3P,Fanconi-bickel syndrome
G3P,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease
G3P,Triosephosphate isomerase
G3P,"Fructose-1,6-diphosphatase deficiency"
G3P,Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)
G3P,"Glycogenosis, Type IB"
G3P,Cori Cycle
G3P,Alzheimers Disease
G3P,HIF1A and PPARG regulation of glycolysis
G3P,Pathways in clear cell renal cell carcinoma
G3P,Glycolysis and Gluconeogenesis
G3P,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways
G3P,downregulated of mta-3 in er-negative breast tumors
G3P,Metabolism of carbohydrates
G3P,Glycolysis Gluconeogenesis
G3P,Metabolism
G3P,Glycolysis
G3P,gluconeogenesis
G3P,glycolysis
G3P,superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle
G3P,Gluconeogenesis
G3P,Glucose metabolism
G3P,Validated targets of C-MYC transcriptional activation
ACATN,Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)
ACATN,Ganglio Sphingolipid Metabolism
ACATN,3-oxo-10R-octadecatrienoate beta-oxidation
ACATN,"Transport of vitamins, nucleosides, and related molecules"
ACATN,SLC-mediated transmembrane transport
ACATN,Transport of small molecules
MYCD,SRF and miRs in Smooth Muscle Differentiation and Proliferation
MYCD,PDGFR-beta signaling pathway
IGF1,PI3K-Akt signaling pathway - Homo sapiens (human)
IGF1,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
IGF1,Focal adhesion - Homo sapiens (human)
IGF1,mTOR signaling pathway - Homo sapiens (human)
IGF1,Melanoma - Homo sapiens (human)
IGF1,Oocyte meiosis - Homo sapiens (human)
IGF1,Dilated cardiomyopathy (DCM) - Homo sapiens (human)
IGF1,HIF-1 signaling pathway - Homo sapiens (human)
IGF1,Longevity regulating pathway - multiple species - Homo sapiens (human)
IGF1,Long-term depression - Homo sapiens (human)
IGF1,p53 signaling pathway - Homo sapiens (human)
IGF1,Breast cancer - Homo sapiens (human)
IGF1,FoxO signaling pathway - Homo sapiens (human)
IGF1,AMPK signaling pathway - Homo sapiens (human)
IGF1,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
IGF1,Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)
IGF1,Glioma - Homo sapiens (human)
IGF1,Prostate cancer - Homo sapiens (human)
IGF1,Longevity regulating pathway - Homo sapiens (human)
IGF1,Aldosterone-regulated sodium reabsorption - Homo sapiens (human)
IGF1,Rap1 signaling pathway - Homo sapiens (human)
IGF1,Ras signaling pathway - Homo sapiens (human)
IGF1,MAPK signaling pathway - Homo sapiens (human)
IGF1,Proteoglycans in cancer - Homo sapiens (human)
IGF1,Pathways in cancer - Homo sapiens (human)
IGF1,Transcriptional misregulation in cancer - Homo sapiens (human)
IGF1,Ovarian steroidogenesis - Homo sapiens (human)
IGF1,Progesterone-mediated oocyte maturation - Homo sapiens (human)
IGF1,IGF-Core
IGF1,MicroRNAs in cardiomyocyte hypertrophy
IGF1,TarBasePathway
IGF1,Adipogenesis
IGF1,Cardiac Progenitor Differentiation
IGF1,Apoptosis
IGF1,Polycystic Kidney Disease Pathway
IGF1,JAK-STAT
IGF1,Cardiac Hypertrophic Response
IGF1,Differentiation Pathway
IGF1,Focal Adhesion
IGF1,Lung fibrosis
IGF1,Apoptotic Signaling Pathway
IGF1,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling
IGF1,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway
IGF1,PI3K-Akt Signaling Pathway
IGF1,Caloric restriction and aging
IGF1,Endochondral Ossification
IGF1,Senescence and Autophagy in Cancer
IGF1,regulation of bad phosphorylation
IGF1,multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation
IGF1,nfat and hypertrophy of the heart
IGF1,skeletal muscle hypertrophy is regulated via akt-mtor pathway
IGF1,Metabolism of proteins
IGF1,GPCR signaling-G alpha q
IGF1,GPCR signaling-cholera toxin
IGF1,GPCR signaling-pertussis toxin
IGF1,igf-1 signaling pathway
IGF1,IGF signaling
IGF1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
IGF1,GPCR signaling-G alpha s Epac and ERK
IGF1,Platelet degranulation
IGF1,Response to elevated platelet cytosolic Ca2+
IGF1,"Platelet activation, signaling and aggregation"
IGF1,GPCR signaling-G alpha s PKA and ERK
IGF1,SHP2 signaling
IGF1,Hemostasis
IGF1,the igf-1 receptor and longevity
IGF1,GPCR signaling-G alpha i
IGF1,SHC-related events triggered by IGF1R
IGF1,IRS-related events triggered by IGF1R
IGF1,IGF1R signaling cascade
IGF1,Signaling by Receptor Tyrosine Kinases
IGF1,Stabilization and expansion of the E-cadherin adherens junction
IGF1,IGF1 pathway
IGF1,Plasma membrane estrogen receptor signaling
IGF1,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
IGF1,Ceramide signaling pathway
IGF1,Integrins in angiogenesis
IBP1,IGF-Ncore
IBP1,ATF4 activates genes
IBP1,Aryl Hydrocarbon Receptor Pathway
IBP1,Vitamin D Receptor Pathway
IBP1,Nuclear Receptors Meta-Pathway
IBP1,Myometrial Relaxation and Contraction Pathways
IBP1,Senescence-Associated Secretory Phenotype (SASP)
IBP1,Photodynamic therapy-induced HIF-1 survival signaling
IBP1,Post-translational protein phosphorylation
IBP1,Post-translational protein modification
IBP1,Metabolism of proteins
IBP1,IGF signaling
IBP1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
IBP1,HIF-1-alpha transcription factor network
IBP1,FOXA2 and FOXA3 transcription factor networks
IGBP1,Autophagy - animal - Homo sapiens (human)
IGBP1,Autophagy - other - Homo sapiens (human)
BCL2,PI3K-Akt signaling pathway - Homo sapiens (human)
BCL2,Gastric cancer - Homo sapiens (human)
BCL2,Focal adhesion - Homo sapiens (human)
BCL2,Neurotrophin signaling pathway - Homo sapiens (human)
BCL2,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
BCL2,HIF-1 signaling pathway - Homo sapiens (human)
BCL2,Jak-STAT signaling pathway - Homo sapiens (human)
BCL2,Small cell lung cancer - Homo sapiens (human)
BCL2,Apoptosis - multiple species - Homo sapiens (human)
BCL2,Protein processing in endoplasmic reticulum - Homo sapiens (human)
BCL2,Autophagy - animal - Homo sapiens (human)
BCL2,Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)
BCL2,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
BCL2,Prostate cancer - Homo sapiens (human)
BCL2,Necroptosis - Homo sapiens (human)
BCL2,NOD-like receptor signaling pathway - Homo sapiens (human)
BCL2,Estrogen signaling pathway - Homo sapiens (human)
BCL2,Fluid shear stress and atherosclerosis - Homo sapiens (human)
BCL2,Tuberculosis - Homo sapiens (human)
BCL2,Toxoplasmosis - Homo sapiens (human)
BCL2,Sphingolipid signaling pathway - Homo sapiens (human)
